구분,돈,시도,제목,제공유형,장소,기간,문의처
전시,무료,서울특별시,[집밖] 감각의 비경계 맞닿은 세계,오프라인,세운홀,2022-11-04~2022-11-08,070-8145-7934
음악/콘서트,유료,경기도,[집밖] 제14회 프라미스 청소년 오케스트라 정기연주회,오프라인,용인포은아트홀,2022-11-08~2022-11-08,프로아트 02-585-2934~6
국악,무료,서울특별시,"신음악회 기획시리즈 이 ㅅ음 I, 봄봄",오프라인,국립국악원 풍류사랑방,2022-11-08~2022-11-08,현대문화기획 02-2266-1307
음악/콘서트,무료,서울특별시,신진 아티스트 콘서트,오프라인,북서울 꿈의숲아트센터,2022-11-08~2022-11-08,JSBACH 070-4234-1305
음악/콘서트,유료,서울특별시,국립합창단 <위대한 합창 시리즈Ⅲ: 바흐 B단조 미사>,오프라인,국립극장 해오름극장,2022-11-08~2022-11-08,02-587-8222
음악/콘서트,유료,서울특별시,헨레 마스터클래스 with 안드라스 쉬프,오프라인,신영체임버홀,2022-11-08~2022-11-08,마스트미디어 02-541-3184
음악/콘서트,무료,경기도,펄플룻앙상블 코리아 창단연주회,오프라인,성남아트센터,2022-11-08~2022-11-08,010-6313-7205
무용/발레,무료,부산광역시,이야기와 해설이 있는 동화 속 발레 갈라 콘서트 [해운대],오프라인,해운대문화회관,2022-11-08~2022-11-08,해운대문화회관 051-749-7651
음악/콘서트,무료,광주광역시,Amelie with Soundtrack: 아멜리와 함께하는 영화음악산책,오프라인,광산문화예술회관,2022-11-08~2022-11-08,광산구 문화예술과 062-960-8258
음악/콘서트,유료,서울특별시,이수정 피아노 독주회,오프라인,예술의전당 인춘아트홀,2022-11-08~2022-11-08,"조인클래식 02-525-6162,5"
음악/콘서트,유료,서울특별시,양정민 귀국 비올라 독주회,오프라인,금호아트홀 연세,2022-11-08~2022-11-08,마스트미디어 02-541-3184
음악/콘서트,유료,대구광역시,"지역청년음악가 지원프로그램, 이야기를 품은 클래식",오프라인,한영아트센터,2022-11-08~2022-11-08,수성아트피아 053-668-1800
음악/콘서트,유료,서울특별시,양정민 귀국 비올라 독주회,오프라인,금호아트홀 연세,2022-11-08~2022-11-08,02-541-2512
음악/콘서트,유료,서울특별시,제니윤 바이올린 독주회,오프라인,영산아트홀,2022-11-08~2022-11-08,스튜디오 더존 02-514-0050
음악/콘서트,"유료,할인",서울특별시,국립합창단 제191회 정기연주회 <바흐 B단조 미사>,오프라인,국립극장 해오름극장,2022-11-08~2022-11-08,국립합창단 02) 587-8111
음악/콘서트,유료,대구광역시,김은옥 피아노 독주회,오프라인,달서아트센터,2022-11-08~2022-11-08,티켓링크 1588-7890
음악/콘서트,유료,서울특별시,박소영 바이올린 독주회,오프라인,세종문화회관 체임버홀,2022-11-08~2022-11-08,영음예술기획 02-581-5404
음악/콘서트,유료,서울특별시,제37회 매일클래식,오프라인,롯데콘서트홀,2022-11-08~2022-11-08,컬쳐비즈 02-701-4879
음악/콘서트,유료,서울특별시,제74회 (사)한국페스티발앙상블 정기연주회,오프라인,예술의전당 IBK챔버홀,2022-11-08~2022-11-08,(사)한국페스티발앙상블 02-501-8477
뮤지컬/오페라,유료,대구광역시,오페라 춘향전 패션을 입다 [대구],오프라인,아양아트센터,2022-11-08~2022-11-08,지트리아트컴퍼니 0507-1301-7467
음악/콘서트,유료,대전광역시,"아침을 여는 클래식, 송지원x이한나x이정현x정재원 (11월)",오프라인,대전예술의전당,2022-11-08~2022-11-08,대전예술의전당 042-270-8333
음악/콘서트,유료,서울특별시,"국립합창단, 위대한 합창 시리즈Ⅲ: 바흐 B단조 미사",오프라인,국립극장 해오름극장,2022-11-08~2022-11-08,국립극장 02-2280-4114
음악/콘서트,유료,서울특별시,김선욱 & 유럽 챔버 오케스트라 (11.08),오프라인,예술의전당 콘서트홀,2022-11-08~2022-11-08,빈체로 02-599-5743
음악/콘서트,유료,대구광역시,"월드오케스트라시리즈, 대구유스오케스트라",오프라인,대구콘서트하우스 그랜드홀,2022-11-08~2022-11-08,월드오케스트라시리즈 조직위원회 053-250-1447~8
음악/콘서트,유료,울산광역시,"조윤범의 렉처콘서트 작곡가 시리즈 Ⅴ, 슈트라우스",오프라인,중구문화의전당,2022-11-08~2022-11-08,울산중구문화의전당 052-290-4000
뮤지컬/오페라,유료,서울특별시,"서울오페라페스티벌, 토토와 함께하는 오페라 여행",오프라인,강동아트센터,2022-11-08~2022-11-08,강동아트센터 02-440-0500
음악/콘서트,유료,서울특별시,2022자양아티스트라운지 <3 ROMANCES >,오프라인,PMF자양스테이션,2022-11-02~2022-11-09,02-458-4840 / 010-5202-4840(문자)
연극,유료,경상남도,"작은 무대에 부는 바람, 마중",오프라인,현장아트홀,2022-11-07~2022-11-09,한국연극협회 경상남도지회 055-746-7413
연극,유료,광주광역시,아버지와 살면 [광주],오프라인,씨어터 연바람,2022-11-07~2022-11-09,씨어터 연바람 062-226-2446
음악/콘서트,유료,대구광역시,제1회 앙상블 로체 정기연주회,오프라인,대구콘서트하우스 챔버홀,2022-11-09~2022-11-09,에이엠예술기획 053-623-0684
음악/콘서트,유료,서울특별시,제19회 이화성악회 정기연주회,오프라인,세종문화회관 체임버홀,2022-11-09~2022-11-09,예인예술기획 02-586-0945
음악/콘서트,유료,서울특별시,제38회 서울신학대학교 심포니콰이어 정기연주회,오프라인,예술의전당 콘서트홀,2022-11-09~2022-11-09,영음예술기획 02-581-5404
무용/발레,무료,경상남도,한중일 춤으로 통(通)하다,오프라인,경주예술의전당,2022-11-09~2022-11-09,예인예술단 054-742-1025
음악/콘서트,유료,서울특별시,화음챔버오케스트라 미술관 순례 Ⅱ,오프라인,예술의전당 인춘아트홀,2022-11-09~2022-11-09,조선통신사 02-544-9092
음악/콘서트,유료,서울특별시,예진 영 아티스트콘서트 (11.09),오프라인,푸르지오 아트홀,2022-11-09~2022-11-09,매니지먼트 예진 02-2266-7740
음악/콘서트,유료,서울특별시,무지카에스스트링챔버 연주회,오프라인,노원문화예술회관,2022-11-09~2022-11-09,무지카에스스트링챔버 010-2606-4451
음악/콘서트,유료,서울특별시,"서울바흐축제, 실내악 시리즈",오프라인,예술의전당 리사이틀홀,2022-11-09~2022-11-09,콜레기움 보칼레 서울 0502-1935-1750
국악,유료,부산광역시,"수요공감, 유시은 판소리 독창회",오프라인,국립부산국악원,2022-11-09~2022-11-09,국립부산국악원 051-811-0114
음악/콘서트,유료,서울특별시,"아름다운 목요일, 인터내셔널 마스터즈 시리즈: 프랑수아 프레데리크 기 Piano (11.9)",오프라인,금호아트홀 연세,2022-11-09~2022-11-09,금호문화재단 02-6303-1977
음악/콘서트,유료,서울특별시,"크레디아 클래식 클럽, 박현수 & 조영훈",오프라인,롯데콘서트홀,2022-11-09~2022-11-09,크레디아뮤직앤아티스트 02-318-4301
음악/콘서트,유료,경상남도,"안동문화예술의전당 브런치콘서트, La Danza (11월)",오프라인,안동문화예술의전당,2022-11-09~2022-11-09,안동문화예술의전당 054-840-3600
기타,유료,서울특별시,다르미가틈,오프라인,성수아트홀,2022-11-09~2022-11-09,아투즈컴퍼니 070-7757-0300
음악/콘서트,유료,서울특별시,펠릭스 클리저 호른 리사이틀 [서울],오프라인,예술의전당 IBK챔버홀,2022-11-09~2022-11-09,인아츠프로덕션 인아츠프로덕션 02-6954-7760
뮤지컬/오페라,무료,부산광역시,"모두를 위한 오페라, La Traviata",오프라인,부산문화회관 대극장,2022-11-09~2022-11-09,일반 부산문화회관 051-607-6000 (ARS 1번) / 시각장애인 051-462-3292 / 청각장애인 010-3902-6790
뮤지컬/오페라,유료,서울특별시,"서울오페라페스티벌, 푸른 눈의 목격자",오프라인,강동아트센터,2022-11-09~2022-11-09,강동아트센터 02-440-0500
음악/콘서트,유료,서울특별시,테너 이상규 교수 초청 독창회,오프라인,세라믹팔레스홀,2022-11-09~2022-11-09,인터파크 1544-1555
전시,무료,인천광역시,세계적인 힐링아트 젠탱글 & 꽃 도자기,오프라인,인천광역시교육청평생학습관,2022-11-02~2022-11-10,032)899-1516
전시,무료,인천광역시,인천교원사진영상연구회,오프라인,인천광역시교육청평생학습관,2022-11-02~2022-11-10,032-899-1516
연극,유료,서울특별시,"제22회 월드 2인극 페스티벌, 누가 디케의 눈을 가렸나",오프라인,대학로 예술공간 혜화,2022-11-08~2022-11-10,2인극페스티벌 조직위원회 070-7776-6613
연극,유료,대구광역시,"작은 무대에 부는 바람, 사평역 [대구]",오프라인,한울림 소극장,2022-11-08~2022-11-10,한울림소극장 053-246-2925
기타,무료,경기도,Sea Of Love,오프라인,성남아트센터,2022-11-09~2022-11-10,010-2394-0507
기타,유료,부산광역시,"부산공연콘텐츠페스타, 토끼h의 시간",오프라인,부산시민회관,2022-11-09~2022-11-10,부산문화회관 051-607-6000 (ARS 1번)
기타,유료,서울특별시,"[집밖] 최정주 아트앤뮤직 큐레이션, 도시의 미술관 산책: 피렌체",오프라인,JCC아트센터,2022-11-10~2022-11-10,재능문화 02-2138-7373
음악/콘서트,유료,울산광역시,"울주안의 클래식 스케치, 마에스트라 김봉미의 울주 in France",오프라인,울주문화예술회관,2022-11-10~2022-11-10,울주문화예술회관 052-980-2270
음악/콘서트,유료,서울특별시,장은주 피아노 독주회,오프라인,세종문화회관 체임버홀,2022-11-10~2022-11-10,클라시코예술기획 02-775-8600
음악/콘서트,유료,충청남도,"더 클래식 콘서트 13, 지역대학교수들 Ⅱ [천안]",오프라인,천안예술의전당,2022-11-10~2022-11-10,천안예술의전당 1566-0155
연극,유료,충청남도,밤의여왕 [당진],오프라인,당진문예의전당,2022-11-10~2022-11-10,당진문예의전당 041-350-2911 / 당진신문 041-357-4710
음악/콘서트,무료,광주광역시,"2022 빛고을융복합렉처콘서트 '우리도 행복할 수 있을까, 덴마크에서 그 답을 찾다'",오프라인,빛고을 아트스페이스,2022-11-10~2022-11-10,062-670-7926 (유선 예매만 가능)
음악/콘서트,유료,대구광역시,김두민 첼로 리사이틀 (11.10),오프라인,공간 울림,2022-11-10~2022-11-10,공간울림 053-765-5632
무용/발레,유료,울산광역시,헨젤과 그레텔 [울산],오프라인,울산문화예술회관,2022-11-10~2022-11-10,울산문화예술회관 052-275-9623
음악/콘서트,유료,서울특별시,최세나 리코더 독주회,오프라인,일신홀,2022-11-10~2022-11-10,도미넌트에이전시 070-8807-0608
음악/콘서트,무료,경기도,"남양주시립합창단 기획연주회, 힐링하러 가요 (11.10)",오프라인,남양주시평내도서관,2022-11-10~2022-11-10,남양주시 문화예술과 031-590-2475
음악/콘서트,무료,전라북도,제68회 군산시립교향악단 특별기획연주회,오프라인,군산예술의전당,2022-11-10~2022-11-10,"군산시립교향악단 063-454-5556, 5528"
음악/콘서트,유료,충청남도,이영희 피아노 독주회,오프라인,성환문화회관,2022-11-10~2022-11-10,라온예술기획 041-577-1855
국악,유료,서울특별시,박동실制 심청가 눈대목 감상회,오프라인,국립국악원 풍류사랑방,2022-11-10~2022-11-10,010-2532-8655
음악/콘서트,유료,서울특별시,박준영 바이올린 독주회,오프라인,예술의전당 인춘아트홀,2022-11-10~2022-11-10,조인클래식 02-525-6162
음악/콘서트,유료,서울특별시,배성우 귀국 첼로 독주회,오프라인,예술의전당 리사이틀홀,2022-11-10~2022-11-10,이든예술기획 02-6412-3053
음악/콘서트,유료,대구광역시,"수성아트피아 마티네 시즌 17, 드보르작의 보헤미안 (11월)",오프라인,한영아트센터,2022-11-10~2022-11-10,수성아트피아 053-668-1800
음악/콘서트,유료,대전광역시,"대전시립교향악단, DPO 클로즈업 4",오프라인,대전시립연정국악원,2022-11-10~2022-11-10,대전시립교향악단 042-270-8382~8
음악/콘서트,유료,서울특별시,"아름다운 목요일, 인터내셔널 마스터즈 시리즈: 프랑수아 프레데리크 기 Piano (11.10)",오프라인,금호아트홀 연세,2022-11-10~2022-11-10,금호문화재단 02-6303-1977
음악/콘서트,유료,경기도,부천필하모닉오케스트라 특별기획연주회: 콘체르토 vs 콘체르토,오프라인,부천시민회관 대공연장,2022-11-10~2022-11-10,032-327-7523
음악/콘서트,유료,서울특별시,부산시립교향악단 & 양인모,오프라인,롯데콘서트홀,2022-11-10~2022-11-10,롯데문화재단 1544-7744
연극,유료,대전광역시,행복한 왕자 [대전],오프라인,대전예술의전당,2022-11-10~2022-11-10,대전예술의전당 042-270-8333
음악/콘서트,유료,대구광역시,"월드오케스트라시리즈, 김선욱 & 유럽 챔버 오케스트라",오프라인,대구콘서트하우스 그랜드홀,2022-11-10~2022-11-10,월드오케스트라시리즈 조직위원회 053-250-1447~8
음악/콘서트,유료,부산광역시,안드라스 쉬프 피아노 리사이틀 [부산],오프라인,부산문화회관 대극장,2022-11-10~2022-11-10,마스트미디어 02-541-2512
기타,유료,경상남도,앙상블 클라비어 힙클 [안동],오프라인,안동문화예술의전당,2022-11-10~2022-11-10,안동문화예술의전당 054-840-3600
음악/콘서트,유료,서울특별시,한화생명과 함께하는 예술의전당 11시 콘서트 (11월),오프라인,예술의전당 콘서트홀,2022-11-10~2022-11-10,예술의전당 02-580-1300
뮤지컬/오페라,유료,서울특별시,"서울오페라페스티벌, 소리 마녀의 비밀상자",오프라인,강동아트센터,2022-11-10~2022-11-10,강동아트센터 02-440-0500
뮤지컬/오페라,무료,경상남도,아시아의 세남자 [경주],오프라인,경주예술의전당,2022-11-10~2022-11-10,"010-6625-6996, 010-2398-5509"
음악/콘서트,유료,서울특별시,"The Class+, 김응수 & 채문영",오프라인,신영체임버홀,2022-11-10~2022-11-10,마스트미디어 02-541-3184
음악/콘서트,유료,부산광역시,안드라스 쉬프 피아노 리사이틀 - 부산,오프라인,부산문화회관 대극장,2022-11-10~2022-11-10,02-541-2512
음악/콘서트,유료,대구광역시,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(대구)",오프라인,아양아트센터,2022-11-10~2022-11-10,070-8680-8477
연극,유료,서울특별시,사랑과 전쟁2,오프라인,대학로 스튜디오 블루 (구 두레홀 3관),2021-07-15~2022-11-11,010-2396-7668
전시,무료,서울특별시,공예로 떠나는 미국 여행,오프라인,KCDF 아카이브 센터,2022-10-11~2022-11-11,02-733-9042
